parent_company,lens_id,date_published,title,applicants,climate_codes,abstract
Apple,181-933-377-937-37X,2020-06-18,Personal Area Network Communication for Wearable Devices,APPLE INC,Y02D30/70,"Embodiments of a system and method for personal area network (PAN) communication for wearable devices in a wireless network are generally described herein. In some embodiments, a wearable user equipment (wUE) includes processing circuitry and transceiver circuitry. The processing circuitry is to: configure the wUE to enter into an active state; and configure the transceiver circuitry to: scan, in response to entering into the active state, for a Beacon signal from a network user equipment (nUE);"
Apple,185-636-686-219-755,2020-06-30,Battery architecture in an electronic device,APPLE INC,Y02E60/10,"An electronic device having a battery assembly is disclosed. Unlike traditional battery assemblies that include rectilinear electrodes with two sides of equal length, the battery assemblies described herein may include electrodes having a shape/configuration resembling an L-shape electrode used to form chemical reactions in order to generate electrical energy. However, other shapes/configurations are possible. The shape/configuration of the housing of the battery assembly confirms to the shape/c"
Apple,188-673-228-919-641,2020-06-30,Interference mitigation in ultra-dense wireless networks,APPLE INC,Y02D30/70,Aspects for interference mitigation in ultra-dense networks are described.
Apple,189-835-469-128-264,2020-06-25,PORTABLE ELECTRONIC DEVICE AS HEALTH COMPANION,APPLE INC,Y02A90/10,"A wearable consumer electronic product includes at least a housing arranged to carry operational components comprising a processor and a band having a pliable band body and a securing means arranged to secure the band body to the housing. In one embodiment, the pliable band body has a size and shape suitable for wrapping around an individual appendage and that includes an opening that leads to a cavity within the band body suitable for accumulating an amount of water and a band sensor embedded w"
Apple,194-276-114-480-261,2020-07-11,Outage notification and context preservation for energy-harvesting devices,APPLE INC,Y02D30/70; Y02D30/70,
Apple,194-371-854-242-272,2020-06-30,Low power LTE (LP-LTE) paging monitoring,APPLE INC,Y02D30/70; Y02D30/70,"A wireless communication device (UE) may include a paging subsystem that performs paging-monitoring as part of wireless communications of the wireless communication device. The UE may place wireless communication system resources not required during paging-monitoring into either a low-power state or a power-down state, and those system resources may remain in one of those respective states during paging-monitoring. The wireless communication system resources not required during the paging-monito"
Apple,195-932-919-385-789,2020-07-14,Apparatus and methods for transmission and reception of data in multi-antenna systems,APPLE INC,Y02D30/70; Y02D30/70,"Methods and apparatus adapted to address asymmetric conditions in a multi-antenna system. In one embodiment, the multi-antenna system comprises a wireless (e.g., 3G cellular) multiple-input, multiple-output (MIMO) system, and the methods and apparatus efficiently utilize transmitter and receiver resources based at least in part on a detected asymmetric condition. If an asymmetric condition is detected by the transmitter on any given data stream, the transmitter can decide to utilize only a subse"
Apple,196-237-092-920-086,2020-07-14,Display pipeline memory bandwidth allocation systems and methods,APPLE INC,Y02D10/00,"Display pipeline may manage allocation of total memory bandwidth to memory access requester blocks (e.g., display pipeline as a whole and/or a block in the display pipeline) by dynamically allocating the total memory bandwidth based at least in part on a calculated bandwidth floor to reduce the communication inefficiency (e.g., underruns), excessive power consumption, and image quality degradation of the display pipeline. Image fetch parameters, electronic display parameters, display pipeline pa"
Apple,197-327-642-421-376,2020-06-30,Electronic devices and method of controlling an electronic device,INTEL IP CORP; APPLE INC,Y02D10/00; Y02D10/00,An electronic device is provided. The electronic device may include a plurality of electronic circuits comprising a first electronic circuit and a second electronic circuit; and a processor configured to control at least one of the first electronic circuit or the second electronic circuit depending on at least one parameter indicating thermal properties of the first electronic circuit and a predetermined parameter indicating a thermal interdependency between the first electronic circuit and the 
Apple,003-491-377-034-218,2020-06-02,Memory cache management for graphics processing,APPLE INC,Y02D10/00,"Systems, methods, and computer readable media to manage memory cache for graphics processing are described. A processor creates a resource group for a plurality of graphics application program interface (API) resources. The processor subsequently encodes a set command that references the resource group within a command buffer and assigns a data set identifier (DSID) to the resource group. The processor also encodes a write command within the command buffer that causes the graphics processor to w"
Apple,006-100-769-837-464,2020-05-28,Energy Budgeted System Recovery,APPLE INC,Y02D30/70,"This disclosure relates to energy budgeted cellular service recovery techniques. A wireless device may determine one or more energy budgets for service recovery. It may be determined that cellular service loss is currently occurring. Cellular service recovery may be attempted, where service recovery scan timing for the attempt to recover cellular service is determined based at least in part on the one or more energy budgets for service recovery."
Apple,007-245-285-185-838,2020-06-11,Electronic Device With Power Management,APPLE INC,Y02D10/00; Y02D30/70; Y02E60/10,"An electronic device may have a power system with a battery. The power system receives power such as wireless power or wired power and uses a portion of the received power to charge the battery as needed. Control circuitry in the portable electronic device is used to run background processes such as image processing tasks, data synchronization tasks, indexing, and other background processes. In some circumstances, such as when the battery is below a certain state of charge threshold, background "
Apple,018-611-741-783-484,2020-06-04,Auslagern von Datenverkehr über eine kabellose Peer-to-Peer-Verbindung,APPLE INC,Y02D30/70; Y02D30/70,"Verfahren zum Auslagern von Datenverkehr von einer Mobilfunkverbindung auf eine Verbindung eines kabellosen lokalen Netzwerks (WLAN), wobei das Verfahren umfasst, durch eine kabellose Kommunikationsvorrichtung:Zugreifen von einem Auslagerungskoordinationsdienst-Server auf Auslagerungskoordinationsinformationen für mindestens eine benachbarte Vorrichtung, die sich innerhalb ausreichender Nähe zur kabellosen Kommunikationsvorrichtung befindet, um eine kabellose Peer-to-Peer(P2P)-Verbindung herzust"
Apple,021-019-689-285-669,2020-06-11,BUS PROTOCOL FOR MULTIPLE CHIPSETS,APPLE INC,Y02D10/00,"Circuits, methods, and apparatus that can allow chipsets in an electronic device to share information such that they can more efficiently utilize resources that are available in the electronic device. One example can provide a bus that is shared by three or more chipsets in an electronic device. This shared bus can be used by the chipsets in the electronic device to communicate and negotiate for the utilization of resources of the electronic device."
Apple,021-079-276-910-651,2020-06-04,SYSTEM POWER MANAGEMENT USING COMMUNICATION BUS PROTOCOLS,APPLE INC,Y02D10/00; Y02D30/50; Y02D10/00; Y02D30/50,"Embodiments of an apparatus and method are disclosed that may allow for managing power of a computing system. The apparatus may include a clock generation circuit, a bus interface unit, and a control circuit. The clock generation circuit may be configured to generate multiple clock signals. Each clock signal may provide a timing reference to different functional blocks within a device coupled to the communication bus. The bus interface unit may be configured to receive messages from the device v"
Apple,024-004-377-189-691,2020-05-29,"Memory system having combined high density, low bandwidth and low density, high bandwidth memories",APPLE INC,Y02D10/00,"Provided is a memory system having combined high density, low bandwidth and low density, high bandwidth memories. In an embodiment, a memory system may include at least two types of DRAM, which differin at least one characteristic. For example, one DRAM type may be a high density DRAM, while another DRAM type may have lower density but may also have lower latency and higher bandwidth than the first DRAM type. DRAM of the first type may be on one or more first integrated circuits and DRAM of the "
Apple,026-521-610-638-317,2020-05-27,DYNAMISCHE SPANNUNGS- UND FREQUENZVERWALTUNG AUF DER BASIS VON AKTIVEN PROZESSOREN,APPLE INC,Y02D10/00; Y02D10/00,
Apple,028-258-539-957-215,2020-06-09,DC-DC converter with a dynamically adapting load-line,APPLE INC,Y02B70/10,本发明题为“具有动态自适应负载线的DC‑DC转换器”。本发明描述了为一个或多个部件的瞬时负载有效地生成稳定输出的系统、设备和方法。在各种实施方案中，功率转换器包括两个反馈回路以将稳定性和等效输出电阻分开，这允许增加带宽。第一回路包括补偿器，该补偿器接收放大器的输出电流。此外，第一转换器和第一电流镜基于放大器的输出电流生成目标电流。多个降压转换器基于目标电流生成输出电压，该输出电压通过电阻器返回到放大器。第二回路包括具有一阶串联RC滤波器的第二转换器，以减小所述第二回路的响应时间。第二电流镜接收来自第二转换器的电流，并且生成动态自适应反馈电流，该动态自适应反馈电流流过第一回路中的电阻器。
Apple,028-306-295-868-059,2020-05-28,Controlling electronic devices and displaying information based on wireless ranging,APPLE INC,Y02D30/70,"A wireless device controls an object, such as a physical device, directly or 5 through interaction with a virtual representation of the object situated at a predefined physical location. The wireless device identifies an intent gesture performed by a user that indicates intent to control the object, such as pointing or orienting the wireless device toward the object, with or without additional input; determines the object associated with the intent gesture using wireless ranging and/or device or"
Apple,030-154-684-814-443,2020-06-09,Method and system for synchronized low-energy scans,APPLE INC,Y02D30/70; Y02D30/70,"In order to reduce the power consumption after a transmitting electronic device in a wireless network has been detected, a receiving electronic device calculates transmit times of subsequent beacons from the transmitting electronic device based on a clock drift of the transmitting electronic device and the beacon period. Then, the receiving electronic device receives the subsequent beacon by opening scan windows that encompass the calculated transmit times. However, because the transmit times ar"
Apple,039-289-880-753-583,2020-06-02,Predictive control systems and methods,APPLE INC,Y02D10/00; Y02D10/00; Y02D10/00,"Systems and methods are disclosed for determining a current machine state of a processing device, predicting a future processing task to be performed by the processing device at a future time, and predicting a list of intervening processing tasks to be performed by a first time (e.g. a current time) and the start of the future processing task. The future processing task has an associated initial state. A feed-forward thermal prediction model determines a predicted future machine state at the tim"
Apple,043-540-259-335-545,2020-06-12,Power headroom reporting with dual connectivity,APPLE INC,Y02D30/70,本公开的实施例涉及具有双连接的功率余量报告。本文描述的实施例一般涉及用户设备(“UE”)和多个演进型节点B(“eNB”)之间的通信。UE可适于在第一和第二eNB提供的各无线小区上以双连接模式操作。UE可适于估计与第一和第二无线小区上的同时操作相关联的各功率余量(“PHR”)值。UE可使得第一和第二PHR估计被发送至第一和第二eNB。第一和第二eNB可使用这些估计来计算UE的各上行链路传输功率。其他实施例可以被描述和/或声明。
Apple,049-433-374-451-466,2020-05-26,Individualized adaptive wireless parameter tuning for streaming content,APPLE INC,Y02D30/70,"A source device can transmit initial streaming content to a playback device (e.g., wireless ear buds) using first settings and measure playback performance of the content at a plurality of times. The measured performance values can relate to a quality of communication of the initial streaming content between the source device and the playback device, e.g., relating to packet loss, retransmission rates and patterns, fluctuations in a playback (jitter) buffer, and/or other values. The measured per"
Apple,050-125-955-152-65X,2020-06-09,Pro-active GPU hardware bootup,APPLE INC,Y02D10/00,"One disclosed embodiment includes a method of graphics processing. The method includes receiving an indication to update a current frame on a display. A plurality of graphics command are determined to be associated with a next frame that replaces the current frame. A power-up command is generated based on the received indication, configured to cause GPU hardware to begin an initialization operation. The central processing unit processes the plurality of graphics command. Prior to completely proc"
Apple,050-874-251-508-986,2020-06-02,Battery structure and integration,APPLE INC,Y02E60/10,"A portable electronic device is described. This portable electronic device includes an external housing with a cavity defined by an edge. A keyboard, having a front surface and a back surface, is disposed in the cavity with the front surface facing the external housing. Moreover, a tray is disposed over the back surface of the keyboard, and is mechanically coupled to the external housing adjacent to the edge. Furthermore, battery cells are mechanically coupled to an opposite side of the tray fro"
Apple,055-857-787-479-332,2020-06-16,Battery cell interconnect and methods of manufacture thereof,APPLE INC,Y02E60/10,"A battery cell includes a cathode casing forming all or a majority of the external can of the battery cell. The battery further includes an anode tab covering at least a portion of a face of the battery cell and an insulating layer for electrically isolating the anode tab from the cathode casing. A plurality of such battery cells may be arranged within a battery pack in contact with each other, and may be held in compression. A conduction enhancement layer may be applied between the anode tab of"
Apple,056-413-418-309-716,2020-05-21,Interconnected Silicon Porous Structure For Anode Active Material,APPLE INC,Y02E60/10,"An anode active material comprises a silicon-carbon secondary particle comprising a composite having an exterior conformal carbon coating and formed of type I primary particles. Each type I primary particle comprises a core particle of interconnected silicon, the interconnected silicon formed of nano-sized silicon particles each connected to at least one other particle, inner pores internal to the core particle and defined by the interconnected silicon, an internal carbon coating on internal wal"
Apple,065-842-447-107-090,2020-05-21,Watch theater mode,APPLE INC,Y02D30/50,"The present disclosure generally relates to receiving a user input corresponding to a rotation of a rotatable input mechanism and in accordance with the user input, adjusting a brightness level of a display screen during a brightening configuration session."
Apple,069-245-028-012-820,2020-06-03,BRENNSTOFFZELLEN BETRIEBENES TRAGBARES COMPUTERSYSTEM MIT DAZWISCHENLIEGENDER BIDIREKTIONALER DATENVERBINDUNG,APPLE INC,Y02B90/10; Y02E60/10; Y02E60/50; Y02B90/10; Y02E60/50,
Apple,074-769-697-866-207,2020-06-16,DPLL with adjustable delay in integer operation mode,INTEL IP CORP; APPLE INC,Y02D30/70,"Aspects of a digital phase-lock loop (DPLL) with an adjustable delay between an output clock and a reference clock in accordance with phase noise compensation are generally described herein. An apparatus may include processing circuitry configured to, in a first mode, identify a delay element of a plurality of delay elements based on an associated delay value, and set an initial phase difference value to a phase difference value associated with the identified delay element. The processor circuit"
Apple,081-572-929-809-872,2020-06-02,ROHC-based link estimation and power saving in VoLTE,APPLE INC,Y02D30/70; Y02D30/70,"A user equipment device (UE) may transmit, in a packet to a base station, information associated with resource configuration/resource requirement corresponding to wireless uplink communications of the wireless communication device. The base station may assign resources to the UE based on the received information. The UE may receive an uplink grant from the base station, with the uplink grant specifying resources for use by the wireless communication device during the uplink communications based "
Apple,084-453-941-043-504,2020-06-04,WIEDERAUFLADBARE BATTERIE MIT WASSERSTOFFFÄNGER,APPLE INC,Y02E60/10,"Energiespeichervorrichtungen, Batteriezellen und Batterien mit der vorliegenden Technologie können einen ersten Kollektor und einen zweiten Kollektor einschließen. Die Batterien können ein Anodenmaterial einschließen, das mit dem ersten Stromkollektor gekoppelt ist. Die Batterien können ein Kathodenmaterial einschließen, das mit dem zweiten Stromkollektor gekoppelt ist. Die Batterien können auch einen Separator einschließen, der zwischen dem Kathodenmaterial und dem Anodenmaterial angeordnet ist"
Apple,093-286-854-446-082,2020-06-11,Preemption Indicator Techniques,APPLE INC,Y02D30/70,"Techniques are disclosed relating to preemption indicators in the context of multiplexing different services on wireless physical layer frames. In some embodiments, a preemption indication is transmitted to indicate resources used by a preempting transmission. The preemption indication may be used when preemption is enabled, e.g., as indicated by an RRC message. The preemption indication may be common to multiple UEs. The resources used by the preempting transmission may overlap with other trans"
Apple,100-943-913-476-855,2020-06-03,WIFI-VERFAHREN,APPLE INC,Y02D30/70; Y02D30/70,
Apple,102-887-251-656-804,2020-06-18,SURFACE STABILIZED CATHODE MATERIAL FOR LITHIUM ION BATTERIES AND SYNTHESIZING METHOD OF THE SAME,APPLE INC,Y02E60/10,"A compound represented by LiαCo(1-x-2y)Mex(M1M2)yOδ, (Formula (I)) wherein Me, is one or more of Li, Mg, Al, Ca, Ti, Zr, V, Cr, Mn, Fe, Ni, Cu, Zn, Ru and Sn, and wherein 0≤x≤0.3, 0<y≤0.4, 0.95≤α≤1.4, and 1.90≤δ≤2.10 is disclosed. Further, particles including such compounds are described."
Apple,107-221-266-171-616,2020-06-17,"GEMEINSAME OPTIMIERUNG VON BANDBREITENTEIL, SUCHRAUM UND DISKONTINUIERLICHER EMPFANGSBETRIEB IN VERBUNDENEM MODUS IN 5G NEW RADIO",APPLE INC,Y02D30/70; Y02D30/70,"Apparatuses, systems, and methods for a user equipment device (UE) to perform a method using a status change of a timer associated with a connected mode discontinuous reception (CDRX) communication session with a base station to trigger a switch from using a first bandwidth part (BWP) to a second BWP as the active BWP for the CDRX communication session. The timer may be an on-duration timer, an inactivity timer, or a retransmission timer. The UE may also alter a monitoring schedule of a physical"
Apple,117-283-148-283-306,2020-06-04,METHODS AND APPARATUS FOR SYNCHRONIZING UPLINK AND DOWNLINK TRANSACTIONS ON AN INTER-DEVICE COMMUNICATION LINK,APPLE INC,Y02D10/00; Y02D10/00,"Methods and apparatus for a synchronized multi-directional transfer on an inter-processor communication (IPC) link. In one embodiment, the synchronized multi-directional transfer utilizes one or more buffers which are configured to accumulate data during a first state. The one or more buffers are further configured to transfer the accumulated data during a second state. Data is accumulated during a low power state where one or more processors are inactive, and the data transfer occurs during an "
Apple,122-216-729-807-463,2020-05-21,RECHARGEABLE BATTERY WITH HYDROGEN SCAVENGER,APPLE INC,Y02E60/10,"Energy storage devices, battery cells, and batteries of the present technology may include a first current collector and a second current collector. The batteries may include an anode material coupled with the first current collector. The batteries may include a cathode material coupled with the second current collector. The batteries may also include a separator positioned between the cathode material and the anode material. The batteries may include a hydrogen-scavenger material incorporated w"
Apple,131-169-283-359-447,2020-06-16,Context-based alerts for an electronic device,APPLE INC,Y02D30/70; Y02D30/70,"Embodiments of the present disclosure provide a system and method for providing an output for an electronic device. In certain embodiments, an alert is output in accordance with a current alert mode, which are selected based on one or more environmental conditions. The environmental conditions may be detected using one or more environmental sensors. The alert can optionally include one or more of: an audio component, a haptic component and a visual component. One or more of alert components corr"
Apple,133-892-555-358-495,2020-06-02,Distributed personal assistant,APPLE INC,Y02D10/00,"An exemplary method for using a virtual assistant may include, at an electronic device configured to transmit and receive data, receiving a user request for a service from a virtual assistant; determining at least one task to perform in response to the user request; estimating at least one performance characteristic for completion of the at least one task with the electronic device, based on at least one heuristic; based on the estimating, determining whether to execute the at least one task at "
Apple,139-455-805-488-210,2020-06-09,Opportunistic RX chain depowering based on allocated rank and MCS,APPLE INC,Y02D30/70,"This disclosure relates to techniques for opportunistically depowering receiver chains of a wireless device. Based on control information, a device may determine whether the current number of active receiver chains can be reduced while maintaining a target achievable code rate for a period of data reception associated with the control information. Additionally, the device may generate and use a lookup table to determine whether to depower receiver chains, and which receiver chains to depower."
Apple,140-413-384-083-564,2020-06-08,TRAVEL UPDATES FOR CALENDAR EVENTS,APPLE INC,Y02D30/70; Y02D30/70,디바이스의 캘린더 애플리케이션에 저장된 이벤트에 대한 이동 업데이트(travel update)들을 제공하는 방법이 제공된다. 이 방법은 디바이스의 내비게이션 애플리케이션에서 캘린더 애플리케이션으로부터 이벤트의 위치 및 이벤트의 시작 시간을 수신한다. 이 방법은 디바이스의 현재 위치로부터 이벤트의 위치까지의 추정된 이동 시간을 결정한다. 이 방법은 추정된 이동 시간에 기초하여 이벤트로의 적시 출발을 위한 시간을 결정한다. 이 방법은 적시 출발을 위한 시간을 포함하는 여러 이동 업데이트들을 캘린더 애플리케이션에 제공한다. 이동 업데이트들은 이벤트로의 적시 출발을 위한 시간에 관한 경보들의 세트를 제공하기 위해 캘린더 애플리케이션에 의해 이용된다.
Apple,140-766-154-983-704,2020-06-02,"Multimedia adaptation terminal based on video orientation, server, method and device",APPLE INC,Y02D30/70,本公开的实施例涉及基于视频定向的多媒体适应的终端、服务器、方法和装置。公开了用于基于视频定向的多媒体适应的技术。在一个示例中，服务器可以包括被配置为执行以下操作的计算机电路：从客户端设备接收设备能力，其中，该设备能力包括视频定向能力；以及基于该设备的视频定向能力来执行视频定向感知的多媒体适应。
Apple,148-962-405-869-877,2020-06-11,Mechanisms for Enhanced Transmission and Reception of Physical Random Access Channel,APPLE INC,Y02D30/70; Y02B70/30; Y02D30/70; Y02D30/70; Y02B70/30,"Enhanced random access procedures for link-budget-limited user equipment (UE) devices are disclosed. A user equipment device may transmit a first message containing a Physical Random Access Channel (PRACH). The PRACH contains instances of a Zadoff-Chu sequence, and may be transmitted repeatedly as part of a single random attempt, to facilitate correlation data combining at the base station. The available Zadoff-Chu sequences may be partitioned among a plurality of sets, each set being associated"
Apple,149-026-152-840-439,2020-05-26,Binders for wet and dry lamination of battery cells,APPLE INC,Y02E60/10; Y02P70/50,"Cell stacks are presented that include binders for wet and dry lamination processes. The cell stacks, when laminated, produce battery cells (or portions thereof). The cell stacks include a cathode having a cathode active material disposed on a cathode current collector. The cell stacks also include an anode having an anode active material disposed on an anode current collector. The anode is oriented towards the cathode such that the anode active material faces the cathode active material. A sepa"
Apple,157-851-394-668-299,2020-05-28,Proximity Detection for an Input Mechanism of an Electronic Device,APPLE INC,Y02D10/00,"Disclosed herein is an electronic device having a proximity sensor for determining whether an object, such as a user's finger, is in proximity to or in contact with an input mechanism of the electronic device."
Apple,161-985-354-942-853,2020-06-18,ESTABLISHMENT OF CONNECTION TO INTERNET IN CELLULAR NETWORK,APPLE INC,Y02D30/70; Y02D30/70; Y02D30/70,"To solve a problem of an available bandwidth in an LTE network by using a traffic offload technology.SOLUTION: For an internet access through a local network, before an evolved NodeB (eNB 140) forwards a first uplink non-access layer (NAS) message on the basis of eNB140 support for a selective internet protocol traffic offload (SIPTO@LN) feature in a local network, the eNB 140 transmits an initial user equipment (UE 130) message including a SIPTO local gateway (L-GW 160) transport layer address "
Apple,163-100-336-866-633,2020-06-12,-- POWER SAVING FOR NON-TRIGGER-BASED RANGING,APPLE INC,Y02D30/70; Y02D30/70,"비-트리거 기반 프로토콜에 따라 레인징 절차를 수행하기 위한 방법들은, 레인징 절차와 연관된 타이밍 파라미터들을 협상하는 단계, 레인징 측정을 수행하는 단계, 및 레인징 측정의 완료 후에, 다른 레인징 측정의 개시를 공지하는 메시지를 송신/수신하는 단계를 포함할 수 있다. 타이밍 파라미터들은 개시 디바이스가 후속 레인징 측정을 개시할 수 있는 시간 윈도우를 나타낼 수 있고, 제2 레인징 측정의 개시를 공지하는 메시지는 특정된 시간 범위 동안 수신될 수 있다. 타이밍 파라미터들은 레인징 측정들 사이의 응답 디바이스의 요구되는 최소 및 최대 시간을 나타낼 수 있다. 추가 파라미터들은 레인징 측정들 사이의 개시 디바이스의 요구되는 최소 및 최대 시간을 나타낼 수 있다. 제1 레인징 측정 후에 그리고 파라미터들에 의해 특정된 기간의 적어도 일부분 동안 절전 모드로 진입될 수 있다."
Apple,165-086-898-173-884,2020-06-02,RELEASE OF EMERGENCY PDN BEARER FOR A VOLTE EMERGENCY CALL WITHOUT EMERGENCY REGISTRATION,APPLE INC,Y02D30/70,本文所述的技术可通过确保在匿名(例如，紧急)呼叫中使用的承载被适当地去激活来提高网络的效率。用户装备(“UE”)可在紧急呼叫结束之后保持不活动定时器，并且可请求网络一旦不活动定时器到时就去激活该承载(如果该承载在不活动定时器已到时的情况下仍处于活动状态)。
Apple,169-675-792-502-855,2020-06-09,System and method for low power signaling in a wireless local area network,APPLE INC,Y02D30/70; Y02D30/70,"A station, a method performed by a station and a corresponding method performed by an access point (AP) of a network to allow the station to operate a wireless local area network (WLAN) radio in a sleep state until the WLAN radio is ready to receive a beacon from the AP. The station includes a low power (LP) radio configured to receive a wake up signal from an AP of a network to which the station is connected. The station further includes a WLAN radio configured to operate in a sleep state until"
Apple,175-050-395-235-391,2020-06-04,CELL PACKAGING TECHNIQUES,APPLE INC,Y02E60/10,"Battery systems according to embodiments of the present technology may include a battery cell having an electrode tab extending from an edge of the battery cell. The systems may also include a module electrically coupled with the battery cell. The module may be characterized by a first surface, a height, and a second surface opposite the first surface. A conductive tab coupled along the first surface of the module may extend from a first end parallel to a plane of the first surface. The conducti"
Apple,175-233-714-796-201,2020-06-11,Always-On Audio Control for Mobile Device,APPLE INC,Y02D10/00; Y02D10/00; Y02D10/00,"In an embodiment, an integrated circuit may include one or more CPUs, a memory controller, and a circuit configured to remain powered on when the rest of the SOC is powered down. The circuit may be configured to receive audio samples from a microphone, and match those audio samples against a predetermined pattern to detect a possible command from a user of the device that includes the SOC. In response to detecting the predetermined pattern, the circuit may cause the memory controller to power up"
Apple,180-482-391-948-140,2020-05-26,Components of an electronic device and methods for their assembly,APPLE INC,Y02D30/70,"Various components of an electronic device housing and methods for their assembly are disclosed. The housing can be formed by assembling and connecting two or more different sections together. The sections of the housing may be coupled together using one or more coupling members. The coupling members may be formed using a two-shot molding process in which the first shot forms a structural portion of the coupling members, and the second shot forms cosmetic portions of the coupling members."
Apple,187-867-512-321-187,2020-05-26,Charging station with passive alignment mechanism,APPLE INC,Y02T10/70; Y02T10/7072; Y02T90/12; Y02T90/14,"A charging station for an electric vehicle includes a passive alignment mechanism that includes a longitudinal translation stage that allows motion in a longitudinal direction, a charging plug connected to the passive alignment mechanism, and a releasable connector. The releasable connector resists motion of the longitudinal translation stage in a connected position when a magnitude of an external force applied in the longitudinal direction is below a threshold. The releasable connector moves fr"
Apple,188-211-106-121-176,2020-05-21,ELECTRICAL FEEDTHROUGHS FOR BATTERY HOUSINGS,APPLE INC,Y02E60/10; Y02E60/10,"Electrical feedthroughs for battery housings are presented. The electrical feedthroughs include a connector, a ceramic insulator, and a terminal. A first seal couples the connector to the ceramic insulator via a first braze alloy. A second seal couples the ceramic insulator to the terminal via a second braze alloy. The electrical feedthroughs can also include a spacer. A first seal couples the connector to the ceramic insulator; a second seal couples the ceramic insulator to the spacer; and the "
Apple,193-076-650-547-869,2020-06-18,RECHARGEABLE BATTERY WITH ANION CONDUCTING POLYMER,APPLE INC,Y02E60/10; Y02P70/50,"Energy storage devices, battery cells, and batteries of the present technology may include a first current collector and a second current collector. The batteries may include an anode material coupled with the first current collector. The batteries may include a cathode material coupled with the second current collector. The batteries may also include a polymeric material coupled between the cathode material and the anode material. The polymeric material may be characterized by a cationic backbo"
Apple,194-014-744-720-91X,2020-06-04,Wireless power system,APPLE INC,Y02E60/10,Abstract of the Disclosure A battery case has first and second coils on opposing sides of a battery and has switching circuitry that is coupled between the first and second coils. The battery case has a battery that provides supplemental battery power wirelessly to a wireless power receiving device via the second coil when the switching circuitry is in an open state. The case can also receive power wirelessly with the first coil from a wireless charging mat when the switching circuitry is in the
Apple,196-521-124-555-465,2020-06-16,Methods and apparatus for managing power with an inter-processor communication link between independently operable processors,APPLE INC,Y02D10/00; Y02D10/00,"Methods and apparatus for an inter-processor communication (IPC) link between two (or more) independently operable processors. In one aspect, the IPC protocol is based on a “shared” memory interface for run-time processing (i.e., the independently operable processors each share (either virtually or physically) a common memory interface). In another aspect, the IPC communication link is configured to support a host driven boot protocol used during a boot sequence to establish a basic communicatio"
Apple,198-151-841-339-439,2020-06-09,Power reduction in activity monitor based on area update,APPLE INC,Y02D30/70,"A device, system, and method detect an activity and utilize a mitigation scheme. The method is performed at a device that is configured to establish a network connection to a network, the network including a plurality of areas, each area being defined based on a grouping of a plurality of neighboring cells, the device being associated with one of the areas at a select time. The method includes determining between an activity status and a non-activity status associated with the device. When the a"
Apple,001-376-118-502-666,2020-05-13,Multi-space rendering with a configurable tranformation parameters,APPLE INC,Y02D10/00,
Apple,004-734-454-544-431,2020-04-28,Scheduling timing design for a TDD system,APPLE INC,Y02D30/70; Y02D30/70,"Disclosed is a method of transmitting, from an enhanced Node B (eNB), an indication of an uplink/downlink (UL-DL) subframe configuration of a scheduling cell and a scheduled cell in a wireless time-division duplex (TDD) system. Embodiments include identifying the type of the UL-DL subframe configuration of the scheduling cell and determining a UL-DL subframe configuration to use for UL resource allocation of the scheduled cell. Other embodiments include identifying a reference UL-DL subframe con"
Apple,007-345-006-921-897,2020-04-23,HIGH DENSITY PRECURSOR FOR MANUFACTURING COMPLEX METAL OXIDE CATHODE FOR LITHIUM ION BATTERY,APPLE INC,Y02E60/10,"To provide a precursor coprecipitate for a cathode active material composition.SOLUTION: During manufacture of a precursor coprecipitate, an aqueous solution containing at least one of manganese sulfate and cobalt sulfate is prepared. Next, a NHOH solution is added to the aqueous solution to form a particle solution containing irregular secondary particles of the precursor coprecipitate. Further, a constant pH in a range of 10 to 12 is maintained in the particle solution by adding a basic soluti"
Apple,007-813-899-069-164,2020-05-15,LOW POWER TOUCH SENSING DURING A SLEEP STATE OF AN ELECTRONIC DEVICE,APPLE INC,Y02D10/00,"Disclosed is an electronic device. The electronic device can sense touch on a touch screen thereof while in a sleep state in a manner of allowing the electronic device to respond to certain touch inputs, and consume less power due to touch sensing than a case of being in an awake state. For example, sensing touch during the sleep state can allow the electronic device to wake (e.g., transition from the sleep state to the awake state) in response to detecting a certain touch input (e.g., a tap or "
Apple,008-435-514-071-222,2020-05-14,System on a Chip with Fast Wake from Sleep,APPLE INC,Y02D10/00; Y02D30/50; Y02D10/00; Y02D30/50,"In an embodiment, a system on a chip (SOC) includes a component that remains powered when the remainder of the SOC is powered off. The component may include a sensor capture unit to capture data from various device sensors, and may filter the captured sensor data. Responsive to the filtering, the component may wake up the remainder of the SOC to permit the processing. The component may store programmable configuration data, matching the state at the time the SOC was most recently powered down, f"
Apple,013-230-473-205-467,2020-05-19,Location-based device automation,APPLE INC,Y02B20/40,"This disclosure describes systems, methods, and computer program products for identifying a presence of a plurality of mobile devices at a geographic location; determining an entertainment option to be played at the geographic location based on the identified plurality of mobile devices; and based on the determination, selecting an entertainment option to be played at the geographic location."
