parent_company,lens_id,date_published,publication_type,patent_status,title,applicants,climate_codes,abstract
Apple,164-152-535-170-621,2016-04-21,GRANTED_PATENT,ACTIVE,Periodic channel state information reporting for coordinated multipoint (CoMP) systems,APPLE INC,Y02D30/70; Y02D30/70; Y02D30/70,Technology for periodic channel state information (CSI) reporting in a coordinated multipoint (CoMP) scenario is disclosed. One method can include a user equipment (UE) generating a plurality of CSI reports for transmission in a subframe for a plurality of CSI processes. Each CSI report can correspond to a CSI process with a CSIProcessIndex. The UE can drop CSI reports corresponding to CSI processes except a CSI process with a lowest CSIProcessIndex. The UE can transmit at least one CSI report f
Apple,195-377-935-644-031,2023-03-21,GRANTED_PATENT,ACTIVE,Power measurement and monitoring circuit for switching regulators,APPLE INC,Y02B70/10,"Embodiments relate to a power monitoring circuit. The power monitoring circuit includes a divider circuit that generates a reference voltage that is inversely proportional to a regulator voltage. Moreover, the power monitoring circuit includes an integrator that generates an integrator voltage by integrating one or more regulator currents. The power monitoring circuit additionally includes a comparator for comparing the output of the divider circuit and the output of the integrator. The comparat"
Apple,002-221-299-246-090,2023-03-02,PATENT_APPLICATION,PENDING,METHODS TO ENHANCE SECONDARY COMPONENT CARRIER (SCC) AND DUAL CONNECTIVITY (DC) PERFORMANCE IN LTE AND NEW RADIO (NR) CELLULAR NETWORKS,APPLE INC,Y02D30/70,"Aspects are described for a user equipment (UE) comprising a transceiver configured to enable wireless communication with a base station, and a processor communicatively coupled to the transceiver. The processor is configured to enter a radio resource control (RRC) idle mode. The processor is further configured to measure at least one cell of a set of cells in a sleep period, wherein the sleep period is indicated in a discontinuous reception (DRX) configuration message received from the base sta"
Apple,175-524-645-866-703,2020-08-18,GRANTED_PATENT,ACTIVE,Control of a computer system in a power-down state,APPLE INC,Y02D10/00; Y02D30/50,"Techniques are disclosed relating a computer system in a power-down state receiving a communication from a remote computer system and performing a task indicated by the communication. The computer system in a power-down state performs the task without transitioning from the power-down state into a power-up state. Exemplary tasks performed in the power-down state include uploading one or more files to a remote computer system, downloading one or more files from a remote computer system, deleting "
Apple,050-257-752-082-852,2023-02-28,GRANTED_PATENT,ACTIVE,Hysteretic current control switching power converter with clock-controlled switching frequency,APPLE INC,Y02B70/10,"A hysteretic current control switching power converter with a clock-controlled switching frequency is disclosed. A power converter includes a switching circuit including a high side switch and a low side switch coupled to one another at a switching node, with an inductor being coupled between the switching node and a regulated supply voltage node. The power converter further includes a control circuit configured to alternately cause activation of the high side switch and the low side switch, whe"
Apple,138-604-120-205-361,2013-12-25,GRANTED_PATENT,ACTIVE,Base station serving network,APPLE INC,Y02D30/70,
Apple,182-800-105-225-640,2023-03-07,GRANTED_PATENT,ACTIVE,Battery configurations having balanced current collectors,APPLE INC,Y02E60/10,"Energy storage devices, battery cells, and batteries of the present technology may include a first circuit board characterized by a first surface and a second surface opposite the first surface. The second surface may include a conductive layer. The batteries may include a battery stack overlying the first circuit board and electrically coupled with the second surface of the first circuit board. The battery stack may include a plurality of battery cells. The batteries may include a second circui"
Apple,164-470-298-233-978,2021-08-10,GRANTED_PATENT,ACTIVE,Enhanced cell search and system information acquisition,APPLE INC,Y02D30/70,"Embodiments of efeMTC synchronization signals for enhanced cell search and enhanced system information acquisition are described. In some embodiments, an apparatus of a base station (BS) is configured to generate a length-x sequence for an efeMTC synchronization signal, the length-x sequence configured for repetition in frequency domain within 6 physical resource blocks (PRB). In some embodiments, to generate the length-x sequence, the BS may be configured to select any one index of the set of r"
Apple,042-006-864-840-180,2022-04-19,GRANTED_PATENT,ACTIVE,Maximum channel occupancy time sharing and co-existence,APPLE INC,Y02D30/70,"Described is an apparatus of an Evolved Node-B (eNB) operable to communicate with a User Equipment (UE) on a wireless network. The apparatus may comprise a first circuitry, a second circuitry, and a third circuitry. The first circuitry may be operable to process one or more configuration transmissions from the eNB carrying one or more parameters for Grantless Uplink (GUL) transmission. The second circuitry may be operable to determine one or more GUL subframes of an acquired Maximum Channel Occu"
Apple,029-699-058-284-371,2022-08-02,GRANTED_PATENT,ACTIVE,Methodology and application of acoustic touch detection,APPLE INC,Y02D10/00; Y02D10/00,"Acoustic touch detection (touch sensing) system architectures and methods can be used to detect an object touching a surface. Position of an object touching a surface can be determined using time-of-flight (TOF) bounding box techniques, or acoustic image reconstruction techniques, for example. Acoustic touch sensing can utilize transducers, such as piezoelectric transducers, to transmit ultrasonic waves along a surface and/or through the thickness of an electronic device. Location of the object "
Apple,186-314-005-456-494,2021-05-25,GRANTED_PATENT,ACTIVE,Low voltage clock swing tolerant sequential circuits for dynamic power savings,APPLE INC,Y02D10/00,"Systems, apparatuses, and methods for implementing low voltage clock swing sequential circuits are described. An input signal is coupled to the gates of a first P-type transistor and a first N-type transistor of a first transistor stack. A low voltage swing clock signal is coupled to the gate of a second N-type transistor of the first transistor stack. An inverse of the input signal is coupled to the gates of a second P-type transistor and a third N-type transistor of a second transistor stack. "
Apple,137-366-584-682-927,2023-02-14,GRANTED_PATENT,ACTIVE,Disabling/re-enabling head tracking for distracted user of spatial audio application,APPLE INC,Y02D30/70,"Embodiments are disclosed for disabling/re-enabling head tracking for spatial audio applications. In an embodiment, a method comprises: obtaining, using one or more processors of an auxiliary device worn by a user, motion data; tracking, using the one or more processors, the user's head based at least in part on the motion data; determining, using the one or more processors, whether or not the user is walking based at least in part on the motion data; in accordance with determining that the user"
Apple,112-658-964-057-071,2016-05-12,GRANTED_PATENT,ACTIVE,Systems and methods for semi-persistent scheduling of wireless communications,APPLE INC,Y02D30/70; Y02D30/70,"Methods, systems, and devices for transmission and reception of SPS communications are disclosed herein. User equipment (UE) is configured to receive, in a first subframe, a physical downlink control channel or enhanced physical downlink control channel (PDCCH/EPDCCH) corresponding to semi-persistent scheduling (SPS) activation. The PDCCH/EPDCCH conveys a value of nSCID. The UE configures, based on the SPS activation, a downlink (DL) assignment in a second subframe for receiving an SPS physical "
Apple,170-576-463-564-424,2023-02-01,PATENT_APPLICATION,PENDING,DECODIERUNG VON FUNKRUFNACHRICHTEN BASIEREND AUF MEHREREN STRAHLEN,APPLE INC,Y02D30/70,"The present application relates to a paging mechanism. In an example, a network can transmit SSBs periodically on multiple SSB beams. A UE can receive, during a DRX cycle, an SSB per detected SSB beam and perform SSB-based measurements. Based on these measurements, the UE can perform PDCCH monitoring and PDSCH decoding on at least two beams. The PDCCH monitoring can indicate a scheduled paging message from the network. The PDSCH decoding can allow the UE to determine the paging message."
Apple,025-868-594-749-880,2019-09-17,GRANTED_PATENT,ACTIVE,Scheduler for AMP architecture with closed loop performance controller,APPLE INC,Y02D10/00,"Systems and methods are disclosed for scheduling threads on a processor that has at least two different core types, such as an asymmetric multiprocessing system. Each core type can run at a plurality of selectable voltage and frequency scaling (DVFS) states. Threads from a plurality of processes can be grouped into thread groups. Execution metrics are accumulated for threads of a thread group and fed into a plurality of tunable controllers for the thread group. A closed loop performance control "
Apple,170-398-837-398-370,2023-02-21,GRANTED_PATENT,ACTIVE,Scheduling profile for UE power savings,APPLE INC,Y02D30/70,"Apparatuses, systems, and methods for a wireless device to perform a method including a user equipment device (UE) exchanging communications with a base station to determine one or more scheduling profiles, such as one or more scheduling-power profiles, where a scheduling-power profile may specify one or more parameters associated with UE communication behavior, e.g., one or more constraints on UE communication behavior and/or slot scheduling of UE communications. In addition, the method may inc"
Apple,199-960-842-669-217,2023-01-31,GRANTED_PATENT,ACTIVE,Adaptive phase add/shed for a power converter,APPLE INC,Y02B70/10,"A method and apparatus for adding and shedding phases in a multi-phase power converter is disclosed. A power converter includes a plurality of voltage regulators including a given voltage regulator configured to generate, when active, a particular output voltage on a regulated power supply node. The power converter further includes a control circuit. The control circuit is configured determine an amount of output current being supplied to the regulated power supply node by active ones of the plu"
Apple,068-054-034-989-584,2020-08-19,GRANTED_PATENT,ACTIVE,AUFWECK-FUNKSTRECKENANPASSUNG,APPLE INC,Y02D30/70; Y02D30/70,
Apple,063-220-795-384-781,2018-04-10,GRANTED_PATENT,ACTIVE,Reduced-size user interfaces for battery management,APPLE INC,Y02D10/00; Y02D10/00,"A device with a touch-sensitive display and a battery can determine a battery level of the battery, and in accordance with a determination that the battery level is at or below a first threshold value, cause a haptic output and/or enter a low-power mode. While in low-power mode, the device may produce different outputs in response to user inputs than while in a normal power mode. In some embodiments, while in the low-power mode, the device may display only the time and an indication that the dev"
Apple,178-259-738-921-649,2021-06-02,GRANTED_PATENT,ACTIVE,MIMO (MULTIPLE INPUT MULTIPLE OUTPUT)-SCHICHTÜBERTRAGUNG FÜR NR (NEW RADIO),APPLE INC,Y02D30/70,
Apple,117-005-946-116-801,2023-01-10,GRANTED_PATENT,ACTIVE,Battery pack with overmolded module,APPLE INC,Y02E60/10,Battery systems according to embodiments of the present technology may include a battery including a first electrode terminal and a second electrode terminal accessible along a first surface of the battery. The battery systems may also include a module electrically coupled with the battery. The module may include a first mold extending toward the battery. The first mold may define a recess along a first surface of the first mold proximate the first electrode terminal and the second electrode ter
Apple,032-602-422-688-597,2016-02-16,GRANTED_PATENT,ACTIVE,Memory power savings in idle display case,APPLE INC,Y02D10/00,"In an embodiment, a system includes a memory controller that includes a memory cache and a display controller configured to control a display. The system may be configured to detect that the images being displayed are essentially static, and may be configured to cause the display controller to request allocation in the memory cache for source frame buffer data. In some embodiments, the system may also alter power management configuration in the memory cache to prevent the memory cache from shutt"
Apple,192-227-991-909-919,2018-11-27,GRANTED_PATENT,ACTIVE,Thin film pattern layer battery systems,APPLE INC,Y02E60/10; Y02P70/50,"A battery assembly can be formed on a base layer provided on a substrate, with a thin film battery stack including an anode layer, a cathode layer, and an electrolyte layer between the anode and cathode layers. The thin film battery stack can be attached to a pattern film layer with holes for electrical connection to the anode and cathode layers."
Apple,048-831-424-349-353,2022-04-12,GRANTED_PATENT,ACTIVE,Control information monitoring framework for cellular communication,APPLE INC,Y02D30/70,"This disclosure relates to performing cellular communication using a control information monitoring framework. A wireless device may monitor a control channel for control information according to a first periodic pattern. According to the first periodic pattern, the wireless device may monitor the control channel in a specified slot during each period of the first periodic pattern. Each period of the first periodic pattern may include multiple slots. The wireless device may receive control infor"
Apple,010-236-544-858-27X,2020-02-18,GRANTED_PATENT,ACTIVE,Preemption indicators and code-block-group-based retransmission techniques for multiplexing different services on physical layer frames,APPLE INC,Y02D30/70,"Techniques are disclosed relating to acknowledgements and preemption indicators in the context of multiplexing different services on wireless physical layer frames. In some embodiments, transport blocks for a transmission are divided into code blocks and code block groups. Information indicating the division may be communicated between a base station and mobile device. In some embodiments, a preemption indicator is transmitted which indicates a portion of the transport block preempted by another"
Apple,194-658-083-294-67X,2018-03-13,GRANTED_PATENT,ACTIVE,Methods for determining and controlling battery expansion,APPLE INC,Y02E60/10,"Methods and systems for detecting and compensating for expansion of rechargeable batteries over time. An expansion detector may be coupled to or positioned proximate a rechargeable battery to monitor for expansion thereof. After expansion exceeding a selected threshold is detected, the expansion detector may report the expansion to an associated processing unit. The processing unit may undertake to arrest further rechargeable battery expansion by modifying or changing one or more characteristics"
Apple,111-389-001-362-154,2015-12-10,GRANTED_PATENT,ACTIVE,Coordination of self-optimization operations in a self organizing network,APPLE INC,Y02D30/70; Y02D30/70; Y02D30/70,"Embodiments of the present disclosure describe device, methods, computer-readable media and system configurations for coordinating a plurality of self-optimization operations, such as an energy-saving management operation and a capacity and coverage optimization operation, to reduce conflicts between changes to configuration parameters of a wireless network access node caused by the self-optimization operations. Other embodiments may be described and/or claimed."
Apple,039-112-021-464-704,2022-12-15,PATENT_APPLICATION,DISCONTINUED,Isolated Discontinuous Current Mode and Boundary Current Mode Buck Converters,APPLE INC,Y02B70/10,Isolated buck converters can be an efficient solution in applications that deal with wide variations in input and/or output voltage. The double ended embodiments of such converters can also offer improved transformer utilization. Such converters can be operated in fixed frequency DCM mode operation or variable frequency boundary conduction mode (BCM). The buck/energy storage inductor may be placed in series with primary or secondary winding of the isolation transformer The inherent leakage induc
Apple,072-663-151-384-515,2020-08-04,GRANTED_PATENT,ACTIVE,Power supply with current limit on individual conductors,APPLE INC,Y02B90/20; Y04S20/00,"Circuits, methods, and apparatus that may provide power supply voltages in a safe and reliable manner that meets safety and regulatory concerns and does not exceed physical limitations of cables and other circuits and components used to provide the power supply voltages. One example may provide a cable having a sufficient number of conductors to provide power without exceeding a maximum current density for the conductors. Another example may provide a cable having more than the sufficient number"
Apple,134-582-965-360-507,2021-03-09,GRANTED_PATENT,ACTIVE,Electronic display power management systems and methods,APPLE INC,Y02D10/00; Y02D10/00,An electronic device may include a display panel to display images based on corresponding image data and an image source to pre-render a flip-book including a first image frame for display at a first target presentation time and a second image frame for display at a second target presentation time. The electronic device may also include a display pipeline coupled between the display panel and the image source having image data processing circuitry to process image data for display. The electroni
Apple,045-730-108-033-152,2016-01-19,GRANTED_PATENT,ACTIVE,Dynamic configuration of inactivity timeouts for data radio bearers,APPLE INC,Y02D30/70; Y02D30/70,Method and apparatus for dynamic configuration of an inactivity timeout period for a data radio bearer used to transport data for a data service between a wireless communication device and a wireless network is provided. The method includes formatting a message including information related to the data service. The method further includes sending the message from the wireless communication device to the wireless network that is attendant to establishment of the data radio bearer for the data ser
Apple,127-098-406-590-762,2022-02-22,GRANTED_PATENT,INACTIVE,Fast active clamp for power converters,APPLE INC,Y02B70/10,"A switching system can include a main switching device configured to switch a voltage, a gate driver having an output coupled to a drive terminal of the main switching device and configured to deliver a drive signal to the main switching device, and a clamp circuit. The clamp circuit can be coupled to the drive terminal of the main switching device. The clamp circuit can include a logic gate configured to drive a clamp switching device coupled to and configured to clamp a voltage at the drive te"
Apple,168-881-794-863-882,2022-12-27,GRANTED_PATENT,ACTIVE,Wideband transmission with narrowband monitoring for new radio unlicensed spectrum (NRU),APPLE INC,Y02D30/70,"A device may wirelessly communicate according to a first radio access technology (RAT) within a first bandwidth part (BWP) of a frequency spectrum in which wireless communications according to other RAT(s) also take place. The device may be instructed to operate/communicate within a second BWP of the frequency spectrum responsive to the device successfully completing a listen-before-talk (LBT) procedure within a specified portion of the second BWP, where the second BWP contains the first BWP whi"
Apple,156-314-977-673-508,2022-11-29,PATENT_APPLICATION,PENDING,Radio access technology prioritization,APPLE INC,Y02D30/70,The invention relates to radio access technology prioritization. Techniques are provided for determining radio access technologies to prioritize when obtaining cellular services in a wireless communication system. A wireless device may determine whether to deprioritize cellular service using a radio access technology. It may be determined whether to deprioritize cellular service using the RAT based at least in part on one or more cellular network characteristics. A wireless device may establish 
Apple,076-136-227-929-704,2022-11-08,GRANTED_PATENT,ACTIVE,Selection of a shared channel based on a channel occupancy measurement,APPLE INC,Y02D30/70,"Some aspects of this disclosure relate to apparatuses and methods for implementing techniques for a first wireless device to select a channel to a second wireless device among a set of channels to the second wireless device shared by a set of wireless devices of the wireless network, and further transmit data to the second wireless device over the selected channel. The first wireless device can perform a measurement to determine a channel occupancy during a measurement period for a channel, wher"
Apple,067-694-095-709-661,2022-12-13,GRANTED_PATENT,ACTIVE,Wireless device power saving for multi-TRP transmissions,APPLE INC,Y02D30/70,"Apparatuses, systems, and methods for performing multi-TRP transmissions using techniques for reducing wireless device power consumption. A wireless device may select a downlink signal buffering method for a communication slot. The downlink signal buffering method may be selected from a single antenna panel signal buffering method or a multi-antenna panel signal buffering method. One or more beams for which to perform downlink signal buffering for the communication slot may be selected based at "
Apple,096-705-444-680-784,2022-11-29,GRANTED_PATENT,ACTIVE,Coherent power management system for managing clients of varying power usage adaptability,APPLE INC,Y02D10/00,"Systems and methods are disclosed for allocating and distributing power management budgets for subsystems (e.g., power usage clients) of a computer system. A power budget allocation subsystem may include a plurality of feedback branches having different associated time constants. Power usage clients with slower power response times may be provided power budgets based on a feedback branch having an associated longer time constant, while power usage clients with faster power response times may be "
Apple,003-415-311-431-857,2015-08-27,GRANTED_PATENT,ACTIVE,Method and apparatus for coordination of self-optimization functions in a wireless network,APPLE INC,Y02D30/70; Y02D30/70,A network management device and method for coordination of self- optimization functions in a wireless network. A network management device for coordination of self-optimization functions includes one or more processors and an interface. The interface communicates with a plurality of enhanced node Bs (eNodeBs). The interface is arranged to receive a request to change a coverage or a capacity of an enhanced node B (eNodeB). The interface is further arranged to transmit a query to the eNodeB to obt
Apple,045-949-107-717-014,2021-11-09,GRANTED_PATENT,ACTIVE,IoT goes unlicensed,APPLE INC,Y02D30/70,"Machines or networked devices such as internet of things (IoT) devices operate to generate an unlicensed narrowband (U-NB) IoT communication based on time domain multiple carrier aggregation operations with component carriers. These component carriers can comprise a component carrier that is anchored to a long term evolution (LTE) licensed band, or entirely comprise unlicensed carrier components that are unanchored to the LTE component carrier in a standalone configuration. Communication circuit"
Apple,177-146-770-958-68X,2022-07-12,GRANTED_PATENT,ACTIVE,Power-efficient body proximity sensing for mmWave systems,APPLE INC,Y02D30/70,"A user equipment (UE), or other network component can operate to generate new radio (NR) communications in millimeter wave (mmW) frequencies. Body proximity sensing (BPS) operations can be performed to determine whether a maximum permissible exposure (MPE) event is triggered. A safe transmit power level associated with the one or more bands can then be used to provide the NR communications. Additionally, determinations of whether various conditions are satisfied to suspend the BPS operations for"
Apple,176-536-936-122-338,2022-12-13,GRANTED_PATENT,ACTIVE,Three-switch power converter,APPLE INC,Y02B70/10,"A power converter can include a magnetic energy storage element, a main switch, a synchronous rectifier switch, and an energy recovery circuit. The energy recovery circuit can include a resonant circuit and an auxiliary switch configured to operate in conjunction with the main and synchronous rectifier switches to store energy in the resonant circuit and deliver energy therefrom to reduce switching losses associated with the main and synchronous rectifier switches. The converter can be a buck, b"
Apple,034-623-821-927-001,2021-08-03,GRANTED_PATENT,ACTIVE,"Method, system and apparatus of wireless local area network (WLAN) communication in conjunction with cellular communication",APPLE INC,Y02B70/10,"Some demonstrative embodiments include devices, systems and/or methods of Wireless-Local-Area-Network (WLAN) communication in conjunction with cellular communication. For example, an apparatus may include a wireless communication unit to receive WLAN load information indicating a load of at least one WLAN controlled by at least one access point (AP), and, based on the WLAN load information, to select between connecting to the AP and connecting to a cellular node."
Apple,191-797-122-978-443,2019-03-05,GRANTED_PATENT,ACTIVE,Energy budgeted system recovery,APPLE INC,Y02D30/70,"This disclosure relates to energy budgeted cellular service recovery techniques. A wireless device may determine one or more energy budgets for service recovery. It may be determined that cellular service loss is currently occurring. Cellular service recovery may be attempted, where service recovery scan timing for the attempt to recover cellular service is determined based at least in part on the one or more energy budgets for service recovery."
Apple,036-990-946-847-846,2021-06-01,GRANTED_PATENT,ACTIVE,Serialization floors and deadline driven control for performance optimization of asymmetric multiprocessor systems,APPLE INC,Y02D10/00,Closed loop performance controllers of asymmetric multiprocessor systems may be configured and operated to improve performance and power efficiency of such systems by adjusting control effort parameters that determine the dynamic voltage and frequency state of the processors and coprocessors of the system in response to the workload. One example of such an arrangement includes applying hysteresis to the control effort parameter and/or seeding the control effort parameter so that the processor or
Apple,013-660-296-893-878,2022-11-22,GRANTED_PATENT,ACTIVE,Low latency beam alignment,APPLE INC,Y02D30/70,"A user equipment (UE) establishes a connected discontinuous reception cycle including one or more onDurations with a currently camped base station. When the one or more onDurations is scheduled, the UE utilizes an active mode of processing and when the one or more onDurations are not scheduled the UE utilizes a sleep mode of inactivity. The UE receives an indication of a plurality of reference signals that are to be transmitted during a first onDuration, each reference signal is (i) to be includ"
Apple,099-363-010-072-804,2011-02-22,GRANTED_PATENT,ACTIVE,Light activated hold switch,APPLE INC,Y02D10/00; Y02D30/50; Y02D10/00; Y02D30/50,"An automatic hold switch is disclosed. The automatic hold switch provides a means for automatically switching a hold feature on and off. When the hold feature is on, one or more input devices of a portable electronic device are disabled or prevented from providing input signals. When the hold feature is off, one or more input devices of a portable electronic device are enabled or allowed to provide input signals. Because the user no longer has to manually control the hold feature, the number of "
Apple,078-913-686-281-245,2022-06-07,GRANTED_PATENT,ACTIVE,Throughput and radio resource utilization for user equipment having multiple subscriber identity modules,APPLE INC,Y02D30/70,"A user equipment (UE) includes first and second subscriber identity modules (SIMs), possibly subscribed to different carriers. When the first SIM is in a connected state and the second SIM is in an idle state, the UE may need to periodically tune away a radio from a first frequency used for communication under the first SIM to a second frequency used for idle mode activity under the second SIM. The UE may provide to the network of the first SIM the second SIMs traffic activity pattern and/or ser"
Apple,110-130-360-018-612,2017-01-17,GRANTED_PATENT,ACTIVE,Techniques for reducing interference in communications using conducted RF links,APPLE INC,Y02D30/70; Y02D30/70,"The present techniques relate to reducing interference on conducted RF links by utilizing country information to determine where an electronic device is located, and using such information to select sub-bands or channels that are not available for wireless transmission to be used for transmission of signals via the conducted RF links. Because the conducted RF links operate on frequency bands that are different from the frequency bands used for wireless communications in a given country, there is"
Apple,063-538-500-289-665,2020-03-17,GRANTED_PATENT,ACTIVE,Application session and enhancement for a wearable electronic device,APPLE INC,Y02D10/00,"A wearable electronic device includes an application processor to execute applications on the device. A user interface for the application can be displayed on a display of the wearable device. Some applications executed on the wearable device are associated with an activity session, such as, for example, a turn-by-turn navigation session, an exercise session, a media playback session. For the duration of this session, such applications can be flagged for persistent display on the wearable device"
Apple,166-566-474-572-08X,2022-11-22,GRANTED_PATENT,ACTIVE,Thread boost mode for carrier-sense multiple access/carrier aggregation (CSMA/CA),APPLE INC,Y02D30/70,"An approach is described for a wireless device comprising a transceiver and a processor communicatively coupled to the transceiver. The processor is configured to detect a packet for transmission; scan, using the transceiver, a channel during an initial sliding window, the initial sliding window having N symbol durations; determine a power distribution of the initial sliding window based on the channel scan; determine that the channel is occupied during a first time period of the initial sliding"
Apple,128-143-287-598-564,2015-12-10,GRANTED_PATENT,ACTIVE,Signaling for downlink coordinated multipoint in a wireless communication system,APPLE INC,Y02D30/70; Y02D30/70,"Embodiments herein describe apparatuses, systems, and methods for signaling to support downlink coordinated multipoint (CoMP) communications with a user equipment (UE) in a wireless communication network. In embodiments, the UE may be configured with a plurality of channel state information (CSI) processes (e.g., via radio resource control (RRC) signaling) to use for providing CSI feedback to an evolved Node B (eNB) to support downlink CoMP communications. The UE may be configured with a plurali"
Apple,143-961-547-353-503,2021-02-16,GRANTED_PATENT,ACTIVE,Directed quench systems and components,APPLE INC,Y02E60/10,"Energy storage systems, battery cells, and batteries of the present technology may include a heat exchanger or fluid delivery structure that may transfer heat from a battery cell or cell block to a heat exchange fluid. The heat exchanger or fluid delivery structure may substantially maintain an interfacial temperature during a temperature increase from the battery cell or cell block."
Apple,019-505-827-665-777,2022-11-01,GRANTED_PATENT,ACTIVE,Temperature restricted mode for cellular enhancement,APPLE INC,Y02D10/00; Y02D30/70,"A method, a device, and an integrated circuit utilizes a temperature restricted mode. The method includes determining a temperature of the device. When the temperature is below a first threshold, the method includes enabling a first mode comprising select network operations. When the temperature is above a brick threshold, the method includes enabling a second mode comprising disabling the select network operations. When the temperature is above the first threshold and below the brick threshold,"
Apple,130-028-921-899-718,2019-11-19,GRANTED_PATENT,ACTIVE,Electrical components attached to fabric,APPLE INC,Y02P70/50,An item may include fabric having insulating and conductive yarns or other strands of material. The conductive strands may form signal paths. Electrical components can be mounted to the fabric. Each electrical component may have an electrical device such as a semiconductor die that is mounted on an interposer substrate. The interposer may have contacts that are soldered to the conductive strands. A protective cover may encapsulate portions of the electrical component. To create a robust connecti
Apple,111-794-059-613-445,2020-01-23,PATENT_APPLICATION,DISCONTINUED,USING MAGNETIC FIELDS TO INCREASE THE BONDING AREA OF AN ADHESIVE JOINT,APPLE INC,Y02P70/50,"This application relates to an assembly technique for joining parts using a magnetic adhesive. A liquid adhesive including magnetic particles is provided, the liquid adhesive having sufficient properties that allow the adhesive to flow under the influence of a magnetic field prior to curing. A method for joining parts includes the steps of applying an adhesive to a substrate at a location corresponding to the joint, placing a magnetic element proximate the joint to generate a magnetic field that"
Apple,011-094-486-080-732,2015-04-01,GRANTED_PATENT,ACTIVE,Methods and apparatus for enhanced scrambling sequences,APPLE INC,Y02D30/70; Y02D30/70,
Apple,162-897-478-784-179,2020-08-04,GRANTED_PATENT,ACTIVE,Battery pack assembly using an ultraviolet responsive adhesive,APPLE INC,Y02E60/10,"The disclosed technology relates to a battery pack assembly that includes multiple battery cells. In some aspects, each cell is bonded to a first surface of a first liner (e.g., a cosmetic liner) via a first adhesive. The first adhesive is configured to provide a first adhesive force between each of the battery cells and the first surface before exposure to ultraviolet (UV) light and a second adhesive force after exposure to UV light, and wherein the second adhesive force is less than the first "
Apple,071-644-226-835-81X,2022-11-01,GRANTED_PATENT,ACTIVE,Companion assistance and efficient link selection for wearable devices,APPLE INC,Y02D30/70,"This disclosure relates to transport link selection for an accessory wireless device in association with a companion device. The accessory device may communicate via a short range wireless communication link with the companion device. The companion device may detect an event and, based on the event, transmit assistance information to the accessory device. The accessory device may evaluate various conditions. The accessory device may select a transport link and/or short range link based at least "
Apple,079-096-619-489-635,2022-11-01,GRANTED_PATENT,ACTIVE,Behind display polarized optical transceiver,APPLE INC,Y02D10/00,"Configurations for display stacks of an electronic device and methods for mitigating crosstalk are disclosed. The display stack may include a transceiver module, which may be located under or behind the display. The transceiver module may include a transmitter module, which may provide polarized light from the transmitter that may suppress module crosstalk. The transceiver module also may include a receiver module, which may include polarization control elements and an analyzer for differentiati"
Apple,049-504-512-133-761,2022-10-20,PATENT_APPLICATION,DISCONTINUED,BATTERY CONFIGURATIONS WITH CORROSION BARRIER,APPLE INC,Y02E60/10,Rechargeable battery cells according to embodiments of the present technology may include a housing having a first conductive segment operable at anode potential. The housing may include a second conductive segment operable at cathode potential. The housing may include a gasket positioned between the first conductive segment and the second conductive segment and configured to hermetically seal the housing. The cells may include an electrode stack including an anode. The anode may include an anod
Apple,092-109-254-498-539,2019-03-26,DESIGN_RIGHT,ACTIVE,Battery,APPLE INC,Y02E60/10,
Apple,111-339-341-795-751,2022-11-01,GRANTED_PATENT,ACTIVE,Self-organizing device,APPLE INC,Y02D30/70,"A self-organizing device may include a recovery control module which may monitor different events from various different domains, for example from different layers of the software stack, associated with wireless communications of the device. Upon identifying a specific condition based on the monitored information, the device may execute a corresponding auto-recovery mechanism to mitigate adverse effects of the condition experienced by the device. Devices may provide monitored information to serv"
Apple,090-346-082-196-660,2021-11-09,GRANTED_PATENT,ACTIVE,Power saving for pedestrian user equipment in vehicular communications systems,APPLE INC,Y02D30/70,"Embodiments are presented herein for adjusting the conduct of routine communications of safety messages in V2X networks in order to conserve resources in participating power-limited devices while satisfying V2X system latency demands. Scheduling (e.g., timing and/or frequency) of safety message communications performed by certain UE devices participating in a V2X network may be dynamically adjusted according to various criteria, such as factors relating to the DRX cycle schedule, motion or mobil"
Apple,114-788-943-301-424,2022-10-18,PATENT_APPLICATION,PENDING,Low resistance separator design in battery cell,APPLE INC,Y02E60/10,"The invention relates to a low resistance separator design in a battery cell. The present disclosure describes a battery assembly having at least one ceramic layer that includes ceramic particles and a binder. The ceramic particles may include [alpha]-alumina or [gamma]-alumina. The ceramic layer may be characterized by a porosity of greater than or about 40 vol%. In further embodiments, the one or more ceramic layers may have a weight ratio of ceramic particles to binder of greater than or abou"
Apple,072-303-022-558-25X,2015-12-03,GRANTED_PATENT,ACTIVE,Establishing application-based routing policies in multi-mode user equipment,APPLE INC,Y02D30/70; Y02D30/70; Y02D30/70,"Techniques for establishing and implementing application-based routing policies for multi-mode wireless communication devices such as a user equipment (UE) are generally described herein. In some examples, information particular to the profile and platform configuration of the UE is communicated to an Access Network Discovery Function (ANDSF) server. The ANDSF server may provide an inter-system routing policy (ISRP) to handle appropriate network offloading actions for the particular application "
Apple,075-142-388-480-113,2020-03-11,GRANTED_PATENT,ACTIVE,Architecture for web-based real-time communications (webrtc) to access internet protocol multimedia subsystem (ims),APPLE INC,Y02D30/70; Y02D30/70,
